game_id	player_id	sector_id	tic	pos_x	pos_y	mom_x	mom_y	angle	fov	health	armor	ammo
1	1	145	169	1309.78	-1028.63	-9.30	-4.19	127.62	90.00	100	84	95
1	1	145	170	1301.53	-1033.72	-8.25	-5.09	132.49	90.00	100	84	95
1	1	145	171	1292.68	-1040.71	-8.85	-6.99	127.13	90.00	100	84	95
1	1	145	172	1285.56	-1046.34	-7.13	-5.63	128.93	90.00	100	84	95
1	1	145	173	1276.98	-1051.15	-8.57	-4.81	128.31	90.00	100	84	95
1	1	145	174	1269.32	-1055.85	-7.66	-4.70	123.64	90.00	100	84	95
1	1	145	175	1261.49	-1062.10	-7.83	-6.25	128.51	90.00	100	84	95
1	1	145	176	1253.37	-1067.90	-8.12	-5.79	125.39	90.00	100	84	95
1	1	132	177	1245.35	-1073.66	-8.01	-5.77	131.25	90.00	100	84	95
1	1	132	178	1236.36	-1081.37	-9.00	-7.70	134.72	90.00	100	84	95
1	1	132	179	1226.69	-1090.89	-9.67	-9.52	135.27	90.00	100	84	95
1	1	132	180	1217.55	-1099.17	-9.14	-8.28	130.02	90.00	100	84	95
1	1	132	181	1206.57	-1105.71	-10.97	-6.54	130.21	90.00	100	84	95
1	1	132	182	1195.02	-1111.13	-11.55	-5.42	134.60	90.00	100	84	95
1	1	132	183	1185.06	-1117.00	-9.97	-5.87	140.28	90.00	100	84	95
1	1	132	184	1176.00	-1124.56	-9.06	-7.56	141.51	90.00	100	84	95
1	1	132	185	1166.16	-1131.71	-9.83	-7.15	140.63	90.00	100	84	95
1	1	132	186	1158.32	-1139.76	-7.84	-8.05	146.39	90.00	100	84	95
1	1	132	187	1151.20	-1146.00	-7.12	-6.24	142.10	90.00	100	84	95
1	1	132	188	1143.54	-1152.70	-7.66	-6.71	142.91	90.00	100	84	95
1	1	132	189	1136.18	-1159.29	-7.36	-6.59	141.68	90.00	100	84	95
1	1	132	190	1128.36	-1165.64	-7.81	-6.34	138.82	90.00	100	84	95
1	1	132	191	1120.51	-1173.49	-7.85	-7.85	143.06	90.00	100	84	95
1	1	132	192	1114.05	-1182.06	-6.47	-8.57	141.23	90.00	100	84	95
1	1	132	193	1109.29	-1190.08	-4.76	-8.02	144.75	90.00	100	84	95
1	1	132	194	1102.64	-1197.89	-6.65	-7.81	143.18	90.00	100	84	95
1	1	132	195	1097.98	-1204.82	-4.65	-6.93	143.49	90.00	100	84	95
1	1	132	196	1093.13	-1211.03	-4.85	-6.21	141.62	90.00	100	84	95
1	1	132	197	1088.00	-1215.60	-5.12	-4.57	136.29	90.00	100	84	95
1	1	132	198	1082.26	-1218.40	-5.74	-2.80	141.03	90.00	100	84	95
1	1	132	199	1075.73	-1221.07	-6.53	-2.67	141.06	90.00	100	84	95
1	1	132	200	1069.62	-1222.37	-6.11	-1.30	141.82	90.00	100	84	95
1	1	132	201	1064.12	-1222.61	-5.50	-0.23	140.82	90.00	100	84	95
1	1	132	202	1058.55	-1221.62	-5.57	0.99	143.04	90.00	100	84	95
1	1	132	203	1051.79	-1220.21	-6.76	1.41	140.79	90.00	100	84	95
1	1	132	204	1044.52	-1218.55	-7.27	1.66	138.62	90.00	100	84	95
1	1	132	205	1036.78	-1216.43	-7.74	2.12	135.60	90.00	100	84	95
1	1	132	206	1030.10	-1214.31	-6.68	2.11	135.78	90.00	100	84	95
1	1	132	207	1025.28	-1213.34	-4.82	0.97	134.01	90.00	100	84	95
1	1	132	208	1020.61	-1210.97	-4.67	2.36	133.18	90.00	100	84	95
1	1	132	209	1016.22	-1209.83	-4.39	1.14	133.82	90.00	100	84	95
1	1	132	210	1012.55	-1210.22	-3.67	-0.38	139.52	90.00	100	84	95
1	1	132	211	1007.68	-1210.56	-4.87	-0.35	139.52	90.00	100	84	95
1	1	132	212	1003.23	-1210.85	-4.45	-0.28	137.46	90.00	100	84	95
1	1	119	213	998.13	-1209.82	-5.10	1.03	137.85	90.00	100	84	95
1	1	119	214	994.95	-1208.45	-3.18	1.36	141.41	90.00	100	84	95
1	1	119	215	992.90	-1205.98	-2.05	2.47	142.34	90.00	100	84	95
1	1	119	216	992.21	-1204.92	-0.69	1.06	144.51	90.00	100	84	95
1	1	119	217	990.13	-1203.10	-2.08	1.82	143.43	90.00	100	84	95
1	1	119	218	986.60	-1202.45	-3.53	0.65	141.33	90.00	100	84	95
1	1	119	219	982.44	-1202.38	-4.16	0.07	144.60	90.00	100	84	95
1	1	119	220	977.27	-1202.08	-5.17	0.30	141.29	90.00	100	84	95
1	1	119	221	971.37	-1202.39	-5.90	-0.30	146.50	90.00	100	84	95
1	1	119	222	967.38	-1201.42	-3.98	0.97	151.95	90.00	100	84	95
1	1	119	223	963.17	-1201.42	-4.21	-0.01	151.70	90.00	100	84	95
1	1	119	224	959.42	-1201.08	-3.75	0.34	148.61	90.00	100	84	95
1	1	119	225	956.54	-1202.34	-2.88	-1.26	151.86	90.00	100	84	95
1	1	119	226	955.17	-1203.68	-1.37	-1.35	148.26	90.00	100	84	95
1	1	119	227	954.09	-1204.89	-1.07	-1.21	150.93	90.00	100	84	95
1	1	119	228	954.70	-1204.10	0.61	0.78	149.70	90.00	100	84	95
1	1	119	229	953.35	-1203.05	-1.36	1.06	144.98	90.00	100	84	95
1	1	119	230	953.74	-1200.59	0.40	2.46	144.60	90.00	100	84	95
1	1	119	231	952.89	-1197.18	-0.86	3.41	148.09	90.00	100	84	95
1	1	119	232	953.34	-1193.72	0.45	3.47	143.13	90.00	100	84	95
1	1	119	233	952.83	-1191.31	-0.51	2.41	146.18	90.00	100	84	95
1	1	119	234	953.10	-1190.65	0.26	0.66	141.59	90.00	100	84	95
1	1	119	235	952.60	-1191.52	-0.49	-0.87	146.59	90.00	100	84	95
1	1	119	236	953.10	-1191.97	0.50	-0.45	145.58	90.00	100	84	95
1	1	119	237	952.59	-1191.40	-0.51	0.57	150.06	90.00	100	84	95
1	1	119	238	950.33	-1190.64	-2.26	0.76	150.12	90.00	100	84	95
1	1	119	239	946.89	-1189.55	-3.44	1.09	145.21	90.00	100	84	95
1	1	119	240	941.68	-1188.61	-5.21	0.94	148.90	90.00	100	84	95
1	1	119	241	934.65	-1188.29	-7.03	0.32	143.66	90.00	100	84	95
1	1	119	242	927.26	-1186.89	-7.39	1.40	146.85	90.00	100	84	95
1	1	119	243	921.34	-1183.87	-5.92	3.02	145.36	90.00	100	84	95
1	1	119	244	914.14	-1180.70	-7.20	3.17	145.70	90.00	100	84	95
1	1	119	245	907.63	-1177.35	-6.51	3.35	146.09	90.00	100	84	95
1	1	119	246	902.02	-1175.54	-5.61	1.80	149.80	90.00	100	84	95
1	1	119	247	894.82	-1175.61	-7.20	-0.06	150.97	90.00	100	84	95
1	1	119	248	886.48	-1174.22	-8.33	1.39	145.65	90.00	100	84	95
1	1	119	249	878.54	-1172.14	-7.94	2.08	143.50	90.00	100	84	95
1	1	119	250	868.84	-1168.26	-9.70	3.87	148.06	90.00	100	84	95
1	1	119	251	860.91	-1163.70	-7.93	4.56	151.49	90.00	100	84	95
1	1	119	252	852.87	-1157.74	-8.04	5.96	149.10	90.00	100	84	95
1	1	119	253	845.06	-1153.25	-7.81	4.49	146.01	90.00	100	84	95
1	1	119	254	838.15	-1149.99	-6.91	3.26	143.23	90.00	100	84	95
1	1	119	255	832.13	-1146.50	-6.01	3.49	142.98	90.00	100	84	95
1	1	119	256	827.97	-1144.54	-4.17	1.96	148.98	90.00	100	84	95
1	1	119	257	824.01	-1141.48	-3.96	3.06	147.55	90.00	100	84	95
1	1	119	258	818.45	-1136.49	-5.56	4.99	147.18	90.00	100	84	95
1	1	119	259	811.77	-1132.92	-6.68	3.57	144.31	90.00	100	84	95
1	1	119	260	804.61	-1128.02	-7.16	4.90	144.30	90.00	100	84	95
1	1	119	261	798.02	-1123.15	-6.59	4.87	140.32	90.00	100	84	95
1	1	119	262	791.59	-1117.71	-6.42	5.43	135.02	90.00	100	84	95
1	1	119	263	784.82	-1110.91	-6.77	6.80	131.80	90.00	100	84	94
1	1	119	264	778.71	-1103.64	-6.11	7.27	131.60	90.00	100	84	93
1	1	119	265	771.70	-1094.46	-7.01	9.18	125.81	90.00	100	84	93
1	1	119	266	763.08	-1086.68	-8.62	7.78	122.11	90.00	100	84	93
1	1	119	267	754.08	-1078.65	-9.00	8.04	127.99	90.00	100	84	93
1	1	106	268	746.12	-1072.24	-7.96	6.41	126.54	90.00	100	84	93
1	1	106	269	737.90	-1064.69	-8.22	7.55	127.33	90.00	100	84	93
1	1	106	270	731.15	-1055.59	-6.75	9.10	127.04	90.00	100	84	93
1	1	106	271	722.53	-1044.78	-8.62	10.81	124.81	90.00	100	84	93
1	1	106	272	712.21	-1035.31	-10.31	9.46	121.70	90.00	100	84	93
1	1	106	273	700.46	-1023.90	-11.75	11.42	124.39	90.00	100	84	93
1	1	106	274	688.07	-1011.40	-12.39	12.49	129.85	90.00	100	84	93
1	1	107	275	675.64	-999.49	-12.43	11.92	135.14	90.00	100	84	93
1	1	107	276	664.41	-986.72	-11.24	12.77	130.13	90.00	100	84	93
1	1	107	277	651.60	-975.93	-12.81	10.79	127.82	90.00	100	84	93
1	1	107	278	639.00	-965.51	-12.59	10.42	122.14	90.00	100	84	93
1	1	107	279	626.00	-955.54	-13.00	9.97	117.16	90.00	100	84	93
1	1	107	280	613.00	-947.01	-13.00	8.53	114.77	90.00	100	84	93
1	1	107	281	600.00	-939.47	-13.00	7.53	111.73	90.00	100	84	93
1	1	107	282	588.80	-932.61	-11.20	6.86	113.17	90.00	100	84	93
1	1	107	283	579.49	-927.20	-9.31	5.41	111.02	90.00	100	84	93
1	1	107	284	569.35	-921.01	-10.14	6.19	110.91	90.00	100	84	93
1	1	107	285	557.66	-914.57	-11.69	6.44	112.02	90.00	100	84	93
1	1	107	286	546.81	-908.37	-10.85	6.20	109.51	90.00	100	84	93
1	1	107	287	536.49	-903.21	-10.32	5.17	111.42	90.00	100	84	93
1	1	107	288	525.77	-898.01	-10.72	5.19	116.46	90.00	100	84	93
1	1	107	289	515.21	-892.27	-10.57	5.74	111.48	90.00	100	84	93
1	1	107	290	506.57	-885.82	-8.63	6.45	110.28	90.00	100	84	93
1	1	94	291	497.98	-879.29	-8.59	6.53	111.24	90.00	100	84	93
1	1	94	292	489.39	-873.38	-8.59	5.91	105.54	90.00	100	84	93
1	1	94	293	479.37	-868.22	-10.02	5.16	105.00	90.00	100	84	93
1	1	94	294	468.62	-863.86	-10.75	4.36	108.73	90.00	100	84	93
1	1	94	295	459.81	-860.53	-8.81	3.33	104.82	90.00	100	84	93
1	1	94	296	449.73	-856.63	-10.07	3.90	104.00	90.00	100	84	93
1	1	94	297	440.48	-853.91	-9.26	2.72	107.03	90.00	100	84	93
1	1	94	298	430.53	-851.36	-9.95	2.55	104.18	90.00	100	84	93
1	1	94	299	420.92	-849.42	-9.60	1.94	108.33	90.00	100	84	93
1	1	94	300	409.66	-848.95	-11.26	0.48	103.74	90.00	100	84	93
1	1	94	301	396.95	-848.94	-12.71	0.01	99.97	90.00	100	84	93
1	1	94	302	384.19	-850.36	-12.75	-1.43	97.74	90.00	100	84	93
1	1	94	303	372.70	-849.94	-11.49	0.43	97.81	90.00	100	84	93
1	1	94	304	359.70	-851.38	-13.00	-1.45	100.94	90.00	100	84	93
1	1	94	305	347.67	-851.77	-12.03	-0.39	101.54	90.00	100	84	93
1	1	94	306	336.93	-853.99	-10.74	-2.22	104.17	90.00	100	84	93
1	1	94	307	325.38	-854.21	-11.55	-0.22	103.56	90.00	100	84	93
1	1	94	308	312.78	-853.19	-12.60	1.02	104.62	90.00	100	84	93
1	1	94	309	299.78	-853.34	-13.00	-0.15	99.33	90.00	100	84	93
1	1	94	310	286.78	-854.42	-13.00	-1.08	103.63	90.00	100	84	93
1	1	94	311	275.46	-853.53	-11.32	0.89	108.03	90.00	100	84	93
1	1	94	312	265.18	-851.94	-10.28	1.59	107.91	90.00	100	84	93
1	1	94	313	256.42	-851.97	-8.76	-0.03	108.09	90.00	100	84	93
1	1	81	314	245.67	-850.91	-10.75	1.06	110.89	90.00	100	84	93
1	1	81	315	235.06	-850.98	-10.61	-0.07	110.04	90.00	100	84	93
1	1	81	316	224.71	-851.10	-10.35	-0.12	108.17	90.00	100	84	93
1	1	81	317	212.86	-849.79	-11.85	1.31	107.46	90.00	95	80	93
1	1	81	318	199.86	-846.76	-13.00	3.04	104.75	90.00	95	80	93
1	1	81	319	186.86	-844.50	-13.00	2.26	107.14	90.00	95	80	93
1	1	81	320	173.86	-843.34	-13.00	1.16	109.30	90.00	95	80	93
1	1	81	321	160.86	-843.89	-13.00	-0.55	107.90	90.00	95	80	93
1	1	81	322	148.96	-843.43	-11.91	0.46	103.50	90.00	95	80	93
1	1	81	323	136.81	-842.08	-12.15	1.35	105.03	90.00	95	80	93
1	1	81	324	123.81	-839.72	-13.00	2.36	106.11	90.00	95	80	93
1	1	81	325	110.81	-837.15	-13.00	2.57	107.31	90.00	95	80	93
1	1	81	326	97.81	-834.51	-13.00	2.64	107.42	90.00	95	80	93
1	1	81	327	84.81	-833.41	-13.00	1.09	107.42	90.00	95	80	93
1	1	81	328	71.81	-830.87	-13.00	2.54	108.24	90.00	95	80	93
1	1	81	329	58.81	-830.07	-13.00	0.81	105.39	90.00	95	80	93
1	1	81	330	45.82	-829.60	-13.00	0.47	107.81	90.00	95	80	93
1	1	81	331	32.86	-830.31	-12.95	-0.72	111.50	90.00	95	80	93
1	1	81	332	19.86	-830.24	-13.00	0.08	114.26	90.00	95	80	93
1	1	81	333	7.30	-830.92	-12.56	-0.69	117.16	90.00	95	80	93
1	1	68	334	-3.45	-831.52	-10.75	-0.59	120.56	90.00	95	80	93
1	1	68	335	-12.66	-831.03	-9.21	0.49	114.91	90.00	95	80	93
1	1	68	336	-23.56	-830.71	-10.90	0.31	113.23	90.00	95	80	93
1	1	68	337	-34.16	-829.51	-10.60	1.20	109.97	90.00	95	80	93
1	1	68	338	-45.23	-829.70	-11.07	-0.20	115.15	90.00	95	80	93
